Bo_Age,Ln_Orig,Orig_LTV_Ratio_Pct,Credit_score,First_home,Tot_mthly_debt_exp,Tot_mthly_incm,orig_apprd_val_amt,pur_prc_amt,DTI Ratio,Status,OUTCOME,State,Median_state_inc,UPB>Appraisal
33,138000,100,759,0,1314,3550,171000,138000,0.370141,Pay-off,0,CO,"51,022",0
26,124500,100,667,0,0,7000,148000,124500,0,Pay-off,0,CO,"51,022",0
27,132000,100,675,0,588,4682,80500,80500,0.125587,Pay-off,0,VA,"53,275",1
28,133201,102,727,0,818,3199,95500,95500,0.255705,Pay-off,0,ID,"42,519",1
23,103530,102,732,0,1189,5250,210000,103530,0.226476,Pay-off,0,CA,"49,894",0
33,136850,100,733,0,1048,4900,116000,116000,0.213878,Pay-off,0,NJ,"56,772",1
30,205200,96,663,0,2177,15000,330000,205200,0.145133,Pay-off,0,MI,"44,476",0
25,138500,99,687,0,2051,6300,315000,138500,0.325556,Pay-off,0,NY,"44,228",0
30,66847,100,697,0,2352,5988,310000,66847,0.392786,Pay-off,0,CA,"49,894",0
64,70000,100,733,0,2233,5500,270000,70000,0.406,Pay-off,0,RI,"46,199",0
23,123000,100,668,0,2247,6500,390000,123000,0.345692,Pay-off,0,CA,"49,894",0
30,116300,100,663,0,708,6966,90000,90000,0.101637,Pay-off,0,AZ,"42,590",1
30,158700,97,675,0,1038,3750,133000,133000,0.2768,Pay-off,0,MI,"44,476",1
26,128712,84,729,0,1945,6500,240000,128712,0.299231,Pay-off,0,MT,"35,201",0
41,124845,102,732,0,528,4500,113000,113000,0.117333,Pay-off,0,NJ,"56,772",1
23,176900,100,691,0,1361,3258,200000,176900,0.417741,Pay-off,0,IL,"45,787",0
51,155000,100,677,0,1525,6000,195000,155000,0.254167,Pay-off,0,MI,"44,476",0
59,96000,100,673,0,1471,4800,210000,96000,0.306458,Pay-off,0,CA,"49,894",0
30,184050,100,645,0,401,1734,75347,75347,0.231257,Pay-off,0,MO,"43,988",1
33,125000,100,676,0,927,5506,125000,125000,0.168362,Pay-off,0,CA,"49,894",0
41,87000,100,687,0,1466,6346,225000,87000,0.231012,Pay-off,0,CA,"49,894",0
23,118075,100,667,0,1803,7360,235500,118075,0.244973,Pay-off,0,NC,"39,000",0
67,113400,97,652,0,0,4823,198254,113400,0,Pay-off,0,NJ,"56,772",0
35,129000,100,717,0,0,6501,525000,129000,0,Pay-off,0,CA,"49,894",0
47,141200,100,762,0,836,5699,97028,97028,0.146692,Pay-off,0,IA,"43,042",1
44,191000,100,663,0,925,4500,126000,126000,0.205556,Pay-off,0,MO,"43,988",1
30,186900,100,651,0,1530,5500,120000,120000,0.278182,Pay-off,0,WA,"48,688",1
27,72900,100,673,0,0,6450,355500,72900,0,Pay-off,0,CA,"49,894",0
45,46000,100,692,0,1797,8500,435000,46000,0.211412,Pay-off,0,CA,"49,894",0
44,105000,100,696,0,1639,7000,235000,105000,0.234143,Pay-off,0,VA,"53,275",0
51,80800,100,682,0,1354,4389,155000,80800,0.308499,Pay-off,0,FL,"40,171",0
24,145900,98,698,0,1074,5500,215000,145900,0.195273,Pay-off,0,CO,"51,022",0
22,71360,100,731,0,2158,7185,302000,71360,0.300348,Pay-off,0,VA,"53,275",0
36,235700,100,704,0,723,3000,90000,90000,0.241,Pay-off,0,AZ,"42,590",1
37,82500,100,668,0,1078,6500,159000,82500,0.165846,Pay-off,0,MD,"56,763",0
28,111650,102,637,0,726,5172,114000,111650,0.140371,Pay-off,0,MN,"55,914",0
28,125200,90,676,0,2468,4300,355000,125200,0.573953,Pay-off,0,NY,"44,228",0
35,116725,102,760,0,1295,5817,130000,116725,0.222623,Pay-off,0,PA,"44,286",0
39,243600,102,713,0,575,1895,72470,72470,0.30343,Pay-off,0,IL,"45,787",1
31,139650,100,728,0,1477,2900,215000,139650,0.50931,Pay-off,0,CA,"49,894",0
32,55350,90,673,0,1720,5000,259000,55350,0.344,Pay-off,0,SC,"39,326",0
41,231600,80,786,0,599,4003,108000,108000,0.149638,Pay-off,0,WI,"47,220",1
30,175087,102,684,0,1118,2582,160000,160000,0.432998,Pay-off,0,VA,"53,275",1
39,274039,102,753,0,688,2500,99000,99000,0.2752,Pay-off,0,TN,"38,550",1
22,53500,100,701,0,1970,6482,289556,53500,0.303919,Pay-off,0,MD,"56,763",0
32,180162,102,768,0,327,2200,85000,85000,0.148636,Pay-off,0,CA,"49,894",1
25,57500,92,707,0,1059,6000,135000,57500,0.1765,Pay-off,0,AR,"33,948",0
63,166967,102,613,0,434,1681,58000,58000,0.25818,Pay-off,0,IA,"43,042",1
31,218225,102,674,0,1510,3900,200000,200000,0.387179,Pay-off,0,VA,"53,275",1
53,166460,102,757,0,1198,5025,195000,166460,0.238423,Pay-off,0,CO,"51,022",0
37,104000,96,617,0,1178,8560,250000,104000,0.137617,Pay-off,0,VA,"53,275",0
37,135900,98,679,0,1189,8561,325000,135900,0.138886,Pay-off,0,CA,"49,894",0
45,52250,95,680,0,1987,7000,360000,52250,0.283857,Pay-off,0,NY,"44,228",0
37,263920,80,661,0,2399,8575,335000,263920,0.279767,Pay-off,0,FL,"40,171",0
37,142500,95,689,0,1032,3456,149000,142500,0.298611,Pay-off,0,CA,"49,894",0
37,251100,90,747,0,714,2513,85000,85000,0.284123,Pay-off,0,FL,"40,171",1
73,33950,97,731,0,2510,8450,307000,33950,0.297041,Pay-off,0,MA,"52,354",0
82,108000,80,685,0,940,5182,166000,108000,0.181397,Pay-off,0,CA,"49,894",0
25,148532,95,738,0,1369,4661,190000,148532,0.293714,Pay-off,0,OH,"44,160",0
21,98000,98,682,0,1009,6800,120000,98000,0.148382,Pay-off,0,NJ,"56,772",0
33,96900,97,674,0,2131,5500,335000,96900,0.387455,Pay-off,0,CA,"49,894",0
32,68875,95,692,0,1148,5702,147250,68875,0.201333,Pay-off,0,CA,"49,894",0
37,92000,80,675,0,1718,8730,240000,92000,0.196793,Pay-off,0,IN,"43,003",0
37,156000,84,661,0,2447,8800,315000,156000,0.278068,Pay-off,0,OH,"44,160",0
37,118650,90,721,0,2134,8833,230000,118650,0.241594,Pay-off,0,IL,"45,787",0
37,185000,83,732,0,2743,8886,295000,185000,0.308688,Pay-off,0,NJ,"56,772",0
37,212696,90,614,0,2018,8900,325000,212696,0.226742,Pay-off,0,NY,"44,228",0
37,89000,70,680,0,1316,8951,136000,89000,0.147023,Pay-off,0,TX,"41,275",0
37,108700,80,697,0,719,2428,263408,108700,0.296129,Pay-off,0,CA,"49,894",0
37,145000,100,663,0,1091,4334,125000,125000,0.251731,Pay-off,0,CT,"55,970",1
37,108700,80,667,0,2166,4632,300000,108700,0.467617,Pay-off,0,VA,"53,275",0
37,129000,80,675,0,0,8982,237551,129000,0,Pay-off,0,CA,"49,894",0
37,122400,60,730,0,910,9000,123000,122400,0.101111,Pay-off,0,MI,"44,476",0
32,23250,97,716,0,1993,7665,235000,23250,0.260013,Pay-off,0,MI,"44,476",0
41,115300,94,624,0,2118,6036,360000,115300,0.350895,Pay-off,0,NY,"44,228",0
46,137750,95,678,0,1972,4400,223000,137750,0.448182,Pay-off,0,NY,"44,228",0
37,148300,90,688,0,2290,9000,362000,148300,0.254444,Pay-off,0,NY,"44,228",0
37,51600,76,697,0,1337,9000,250000,51600,0.148556,Pay-off,0,NC,"39,000",0
32,109800,90,666,0,2574,13600,333000,109800,0.189265,Pay-off,0,MA,"52,354",0
38,148500,90,684,0,2054,12080,305000,148500,0.170033,Pay-off,0,CA,"49,894",0
37,234600,95,612,0,517,3068,121000,121000,0.168514,Pay-off,0,CA,"49,894",1
37,155000,100,662,0,669,2800,81500,81500,0.238929,Pay-off,0,AZ,"42,590",1
37,190000,95,687,0,894,3068,165000,165000,0.291395,Pay-off,0,WI,"47,220",1
37,75000,98,665,0,1405,5200,170000,75000,0.270192,Pay-off,0,PA,"44,286",0
37,161910,90,712,0,829,3466,130000,130000,0.239181,Pay-off,0,AZ,"42,590",1
37,243200,95,678,0,868,2525,150000,150000,0.343762,Pay-off,0,FL,"40,171",1
37,164500,80,726,0,1071,4433,130000,130000,0.241597,Pay-off,0,CA,"49,894",1
37,100300,85,690,0,1163,4725,295000,100300,0.246138,Pay-off,0,NY,"44,228",0
37,119859,75,719,0,0,5800,295000,119859,0,Pay-off,0,CA,"49,894",0
37,308000,80,689,0,1322,9179,170000,170000,0.144024,Pay-off,0,AZ,"42,590",1
37,46800,90,772,0,0,9250,510000,46800,0,Pay-off,0,CA,"49,894",0
37,70200,90,699,0,1604,9250,181000,70200,0.173405,Pay-off,0,TX,"41,275",0
37,201824,80,764,0,1099,3550,160000,160000,0.309577,Pay-off,0,CA,"49,894",1
37,162000,90,719,0,1658,5100,263000,162000,0.325098,Pay-off,0,IL,"45,787",0
37,280000,80,687,0,0,9335,143000,143000,0,Pay-off,0,AZ,"42,590",1
42,260100,90,663,0,1333,5025,211000,211000,0.26529,Pay-off,0,IL,"45,787",1
37,141000,75,668,0,1581,9445,255000,141000,0.16739,Pay-off,0,CA,"49,894",0
37,190400,80,698,0,1923,9500,277000,190400,0.202421,Pay-off,0,TX,"41,275",0
37,155000,89,690,0,1683,9500,230000,155000,0.177158,Pay-off,0,IN,"43,003",0
37,103500,90,778,0,888,4160,104000,103500,0.213462,Pay-off,0,IL,"45,787",0
47,98000,90,685,0,1815,10766,186000,98000,0.168586,Pay-off,0,NJ,"56,772",0
71,50000,100,697,0,1728,6645,225000,50000,0.260045,Pay-off,0,ID,"42,519",0
33,83900,80,663,0,1469,6500,186000,83900,0.226,Pay-off,0,AZ,"42,590",0
63,141596,95,726,0,1170,4000,195000,141596,0.2925,Pay-off,0,CO,"51,022",0
31,129200,95,753,0,1197,3650,165000,129200,0.327945,Pay-off,0,CA,"49,894",0
25,104900,100,666,0,1581,7249,230000,104900,0.218099,Pay-off,0,NJ,"56,772",0
43,179617,81,699,0,1007,3000,165000,165000,0.335667,Pay-off,0,CO,"51,022",1
35,214000,100,666,0,1130,3093,155000,155000,0.365341,Pay-off,0,MN,"55,914",1
30,89300,95,701,0,0,3577,192472,89300,0,Pay-off,0,CA,"49,894",0
72,72000,88,672,0,878,8125,105000,72000,0.108062,Pay-off,0,IL,"45,787",0
26,91200,95,719,0,1298,5500,165000,91200,0.236,Pay-off,0,IL,"45,787",0
37,158300,90,677,0,0,3700,118000,118000,0,Pay-off,0,CA,"49,894",1
52,136300,95,635,0,1255,4400,211000,136300,0.285227,Pay-off,0,VA,"53,275",0
38,274000,95,686,0,2077,5025,375000,274000,0.413359,Pay-off,0,NY,"44,228",0
28,185150,97,647,0,609,3291,80000,80000,0.18505,Pay-off,0,PA,"44,286",1
42,210964,90,660,0,1517,5025,337000,210964,0.30191,Pay-off,0,NY,"44,228",0
31,129500,90,635,0,1331,3948,205732,129500,0.337133,Pay-off,0,CA,"49,894",0
27,273350,90,663,0,4321,5025,290000,273350,0.859955,Pay-off,0,NY,"44,228",0
36,111550,97,688,0,1768,4000,304000,111550,0.442,Pay-off,0,NJ,"56,772",0
30,80000,80,731,0,1185,5000,184000,80000,0.237,Pay-off,0,AZ,"42,590",0
30,261250,95,682,0,1874,15000,305000,261250,0.124933,Pay-off,0,FL,"40,171",0
46,108700,75,662,0,2521,10846,323000,108700,0.232436,Pay-off,0,VA,"53,275",0
47,135121,97,684,0,1562,5900,220000,135121,0.264746,Pay-off,0,MI,"44,476",0
41,203700,97,609,0,586,3300,63900,63900,0.177576,Pay-off,0,MO,"43,988",1
23,266000,95,667,0,3849,5025,365000,266000,0.766018,Pay-off,0,NY,"44,228",0
23,87920,80,787,0,1427,5000,230000,87920,0.2854,Pay-off,0,MD,"56,763",0
38,189900,90,706,0,1342,3500,163000,163000,0.383429,Pay-off,0,NH,"57,352",1
33,243000,90,677,0,587,2500,113000,113000,0.2348,Pay-off,0,AZ,"42,590",1
37,59500,100,686,0,1345,6000,190000,59500,0.224167,Pay-off,0,AZ,"42,590",0
37,116700,100,672,0,0,9630,313267,116700,0,Pay-off,0,CA,"49,894",0
37,150000,100,644,0,878,4341,142000,142000,0.202258,Pay-off,0,IL,"45,787",1
37,222015,95,605,0,975,4633,135000,135000,0.210447,Pay-off,0,AZ,"42,590",1
37,266500,96,721,0,1339,1967,184000,184000,0.680732,Pay-off,0,CO,"51,022",1
37,115500,55,649,0,1735,5833,244000,115500,0.297446,Pay-off,0,TX,"41,275",0
37,270700,85,753,0,0,3019,127500,127500,0,Pay-off,0,FL,"40,171",1
37,129600,80,748,0,1360,4750,155000,129600,0.286316,Pay-off,0,PA,"44,286",0
37,180800,80,669,0,590,3000,85000,85000,0.196667,Pay-off,0,OH,"44,160",1
37,76000,80,681,0,0,4294,145000,76000,0,Pay-off,0,WA,"48,688",0
35,116150,95,749,0,0,6000,292000,116150,0,Pay-off,0,CA,"49,894",0
25,294500,95,676,0,519,2042,89000,89000,0.254163,Pay-off,0,NM,"37,587",1
34,166000,90,662,0,687,2050,121000,121000,0.335122,Pay-off,0,CA,"49,894",1
30,129600,80,660,0,1933,6500,260000,129600,0.297385,Pay-off,0,VA,"53,275",0
28,90800,80,670,0,2060,6667,290000,90800,0.308985,Pay-off,0,NV,"46,984",0
37,142500,95,719,0,1205,3100,158000,142500,0.38871,Pay-off,0,FL,"40,171",0
30,250200,90,655,0,453,1823,70000,70000,0.248491,Pay-off,0,VA,"53,275",1
32,123250,85,750,0,1308,5080,177500,123250,0.25748,Pay-off,0,MD,"56,763",0
50,144000,80,743,0,616,6126,82000,82000,0.100555,Pay-off,0,IN,"43,003",1
50,61750,95,721,0,1430,7775,213490,61750,0.183923,Pay-off,0,WI,"47,220",0
42,85405,95,678,0,2026,7446,381000,85405,0.272092,Pay-off,0,MD,"56,763",0
38,76500,100,681,0,381,3240,57000,57000,0.117593,Pay-off,0,WI,"47,220",1
24,80750,95,738,0,1462,6400,187000,80750,0.228438,Pay-off,0,OR,"42,617",0
31,204150,95,670,0,3243,5025,271000,204150,0.645414,Pay-off,0,NY,"44,228",0
45,39000,100,708,0,2426,7732,395000,39000,0.313761,Pay-off,0,NY,"44,228",0
45,107000,88,673,0,2013,5575,260000,107000,0.361076,Pay-off,0,CA,"49,894",0
51,118750,95,707,0,0,6808,187000,118750,0,Pay-off,0,AZ,"42,590",0
57,100000,76,615,0,2343,10083,322668,100000,0.232371,Pay-off,0,CA,"49,894",0
56,114000,95,678,0,1022,4766,130000,114000,0.214436,Pay-off,0,NJ,"56,772",0
32,189000,90,694,0,756,4175,128000,128000,0.181078,Pay-off,0,FL,"40,171",1
29,232200,90,721,0,2524,5025,560000,232200,0.50232,Pay-off,0,NY,"44,228",0
27,309100,93,703,0,779,2571,102000,102000,0.302995,Pay-off,0,OR,"42,617",1
31,192500,75,688,0,1404,3950,188000,188000,0.355443,Pay-off,0,IL,"45,787",1
35,132850,100,671,0,1450,4300,240000,132850,0.337209,Pay-off,0,CA,"49,894",0
36,159950,97,692,0,749,2916,110000,110000,0.256859,Pay-off,0,MI,"44,476",1
54,44000,80,724,0,1302,5000,220000,44000,0.2604,Pay-off,0,NV,"46,984",0
35,97200,90,713,0,1231,3726,181000,97200,0.330381,Pay-off,0,CA,"49,894",0
37,142950,95,600,0,618,2685,82500,82500,0.230168,Pay-off,0,GA,"43,217",1
34,99750,95,678,0,817,5523,132000,99750,0.147927,Pay-off,0,NY,"44,228",0
30,147820,95,673,0,0,6250,116784,116784,0,Pay-off,0,CA,"49,894",1
42,80000,100,644,0,985,4980,112000,80000,0.197791,Pay-off,0,NJ,"56,772",0
33,70000,100,691,0,1770,7229,360000,70000,0.244847,Pay-off,0,CA,"49,894",0
43,113500,95,700,0,1077,6000,230000,113500,0.1795,Pay-off,0,CO,"51,022",0
37,64000,100,740,0,1624,5325,310000,64000,0.304977,Pay-off,0,VA,"53,275",0
41,61750,95,703,0,1176,5950,145000,61750,0.197647,Pay-off,0,FL,"40,171",0
22,50300,93,702,0,1458,4593,186000,50300,0.31744,Pay-off,0,VA,"53,275",0
23,61500,99,663,0,1207,6400,164000,61500,0.188594,Pay-off,0,CO,"51,022",0
50,190000,95,681,0,1549,10500,270000,190000,0.147524,Pay-off,0,MI,"44,476",0
65,220000,78,739,0,1077,10000,200000,200000,0.1077,Pay-off,0,CA,"49,894",1
33,247350,97,682,0,1151,13333,330000,247350,0.086327,Pay-off,0,VA,"53,275",0
40,195100,95,664,0,1225,3840,175000,175000,0.31901,Pay-off,0,CA,"49,894",1
35,176000,93,721,0,1327,4500,165000,165000,0.294889,Pay-off,0,IL,"45,787",1
51,88650,90,660,0,1016,3767,135000,88650,0.269711,Pay-off,0,FL,"40,171",0
36,218500,95,676,0,1444,5025,160000,160000,0.287381,Pay-off,0,TX,"41,275",1
58,105950,85,716,0,0,4620,170000,105950,0,Pay-off,0,AZ,"42,590",0
37,57900,93,661,0,1635,7927,250000,57900,0.206257,Pay-off,0,NC,"39,000",0
46,198000,90,731,0,1823,6850,225000,198000,0.266131,Pay-off,0,CO,"51,022",0
31,109250,95,759,0,1618,5300,239927,109250,0.305283,Pay-off,0,CA,"49,894",0
35,202300,95,755,0,2715,5025,360000,202300,0.540333,Pay-off,0,NY,"44,228",0
41,136000,85,678,0,2337,5500,400000,136000,0.424909,Pay-off,0,NY,"44,228",0
40,137930,95,706,0,500,1776,90500,90500,0.281532,Pay-off,0,TN,"38,550",1
41,74800,80,685,0,2051,5700,320000,74800,0.359825,Pay-off,0,AZ,"42,590",0
70,180000,80,647,0,2321,6905,312000,180000,0.336133,Pay-off,0,MD,"56,763",0
34,57000,95,724,0,0,7667,187201,57000,0,Pay-off,0,CA,"49,894",0
32,257580,90,654,0,456,3503,60000,60000,0.130174,Pay-off,0,KS,"43,725",1
50,216600,90,728,0,1282,4704,210000,210000,0.272534,Pay-off,0,CA,"49,894",1
26,213750,95,785,0,895,2500,138000,138000,0.358,Pay-off,0,MT,"35,201",1
52,55100,95,662,0,0,8327,285000,55100,0,Pay-off,0,FL,"40,171",0
37,264000,80,738,0,0,3333,121609,121609,0,Pay-off,0,CA,"49,894",1
26,261250,95,708,0,1029,3650,130000,130000,0.281918,Pay-off,0,CA,"49,894",1
40,109250,95,734,0,1127,3900,242000,109250,0.288974,Pay-off,0,CA,"49,894",0
38,108000,90,662,0,520,2800,76000,76000,0.185714,Pay-off,0,FL,"40,171",1
30,135500,87,692,0,1167,5000,192000,135500,0.2334,Pay-off,0,CA,"49,894",0
52,142500,95,749,0,2554,6973,335000,142500,0.36627,Pay-off,0,NJ,"56,772",0
44,152000,80,700,0,825,2600,110223,110223,0.317308,Pay-off,0,FL,"40,171",1
24,35550,90,745,0,0,8541,230000,35550,0,Pay-off,0,AZ,"42,590",0
31,125600,80,729,0,2546,3163,345000,125600,0.804932,Pay-off,0,NY,"44,228",0
27,89600,80,662,0,1290,8450,345969,89600,0.152663,Pay-off,0,CA,"49,894",0
34,175900,80,720,0,1454,3500,241000,175900,0.415429,Pay-off,0,MO,"43,988",0
43,121500,90,749,0,1841,5520,225000,121500,0.333514,Pay-off,0,MN,"55,914",0
19,57920,95,636,0,1597,7190,220000,57920,0.222114,Pay-off,0,FL,"40,171",0
25,370000,95,681,0,829,2650,145000,145000,0.31283,Pay-off,0,MN,"55,914",1
40,238850,92,702,0,1684,5025,263000,238850,0.335145,Pay-off,0,CO,"51,022",0
30,48300,95,734,0,1624,4500,255000,48300,0.360889,Pay-off,0,CO,"51,022",0
50,72200,95,673,0,739,3582,85000,72200,0.206309,Pay-off,0,CA,"49,894",0
31,88000,94,679,0,1502,4750,280000,88000,0.316211,Pay-off,0,MD,"56,763",0
30,173350,95,666,0,0,4000,178929,173350,0,Pay-off,0,CA,"49,894",0
34,53424,90,661,0,0,8500,275000,53424,0,Pay-off,0,CO,"51,022",0
25,118000,85,668,0,1693,5500,236000,118000,0.307818,Pay-off,0,CA,"49,894",0
30,155000,76,695,0,1381,5025,225000,155000,0.274843,Pay-off,0,KY,"37,396",0
43,138600,90,669,0,1103,6339,174000,138600,0.174002,Pay-off,0,MD,"56,763",0
44,216000,90,714,0,1280,3667,188000,188000,0.349059,Pay-off,0,CA,"49,894",1
36,147250,95,733,0,1449,5795,182500,147250,0.250043,Pay-off,0,PA,"44,286",0
33,78000,100,700,0,715,5716,83000,78000,0.125087,Pay-off,0,CA,"49,894",0
41,52200,90,749,0,2160,8342,315000,52200,0.258931,Pay-off,0,CA,"49,894",0
39,104250,80,644,0,1845,5430,310000,104250,0.339779,Pay-off,0,NY,"44,228",0
31,108900,90,716,0,2412,14662,420000,108900,0.164507,Pay-off,0,NY,"44,228",0
37,119000,100,626,0,1172,5056,311539,119000,0.231804,Pay-off,0,CA,"49,894",0
37,179000,79,612,0,615,1017,130000,130000,0.60472,Pay-off,0,FL,"40,171",1
37,190000,100,661,0,513,1704,85000,85000,0.301056,Pay-off,0,FL,"40,171",1
37,61750,95,690,0,1569,7500,210000,61750,0.2092,Pay-off,0,FL,"40,171",0
37,196500,100,755,0,949,3481,135000,135000,0.272623,Pay-off,0,PA,"44,286",1
37,139500,90,662,0,0,2983,160688,139500,0,Pay-off,0,CA,"49,894",0
58,100000,72,722,0,1555,7500,220000,100000,0.207333,Pay-off,0,WA,"48,688",0
50,166250,95,721,0,1128,5500,186000,166250,0.205091,Pay-off,0,CO,"51,022",0
37,229900,100,671,0,1167,9786,186551,186551,0.119252,Pay-off,0,CA,"49,894",1
25,74600,100,690,0,1450,5050,270000,74600,0.287129,Pay-off,0,CA,"49,894",0
24,56000,100,786,0,1604,7496,254000,56000,0.213981,Pay-off,0,MI,"44,476",0
37,275400,90,722,0,1024,9800,120000,120000,0.10449,Pay-off,0,AZ,"42,590",1
43,220000,75,671,0,925,3180,250000,220000,0.290881,Pay-off,0,WA,"48,688",0
27,216100,80,605,0,631,2895,98000,98000,0.217962,Pay-off,0,FL,"40,171",1
36,140189,80,730,0,1079,2403,128328,128328,0.449022,Pay-off,0,OR,"42,617",1
34,151200,80,741,0,1381,5800,245000,151200,0.238103,Pay-off,0,NV,"46,984",0
46,361000,95,644,0,1501,5025,86000,86000,0.298725,Pay-off,0,NY,"44,228",1
26,252000,80,670,0,1471,20000,195000,195000,0.07355,Pay-off,0,GA,"43,217",1
39,261000,80,720,0,1212,3682,185000,185000,0.329169,Pay-off,0,CO,"51,022",1
59,150000,95,666,0,941,5025,128000,128000,0.187275,Pay-off,0,IL,"45,787",1
42,99900,90,627,0,2076,5751,365171,99900,0.360981,Pay-off,0,CA,"49,894",0
22,131900,80,670,0,1665,6500,230000,131900,0.256154,Pay-off,0,FL,"40,171",0
55,138000,71,741,0,1283,5125,195000,138000,0.250341,Pay-off,0,UT,"50,614",0
63,127250,84,654,0,1108,6219,140000,127250,0.178164,Pay-off,0,IL,"45,787",0
50,124400,90,684,0,2315,5800,310000,124400,0.399138,Pay-off,0,WA,"48,688",0
39,373500,90,676,0,3090,12035,350000,350000,0.256751,Pay-off,0,NY,"44,228",1
32,32600,70,665,0,1886,14000,242000,32600,0.134714,Pay-off,0,CA,"49,894",0
40,221250,75,669,0,2678,12000,305000,221250,0.223167,Pay-off,0,FL,"40,171",0
46,450000,90,719,0,1255,5025,173000,173000,0.249767,Pay-off,0,NV,"46,984",1
27,232000,80,776,0,1303,3031,234000,232000,0.429891,Pay-off,0,CA,"49,894",0
37,216600,95,672,0,1056,3486,162942,162942,0.302926,Pay-off,0,PA,"44,286",1
37,135000,84,680,0,2300,4740,350000,135000,0.485232,Pay-off,0,CA,"49,894",0
48,105600,80,704,0,1921,4833,240000,105600,0.397476,Pay-off,0,NY,"44,228",0
32,135000,91,725,0,1595,7000,228000,135000,0.227857,Pay-off,0,MD,"56,763",0
35,111200,80,692,0,1271,4000,200500,111200,0.31775,Pay-off,0,CA,"49,894",0
43,137500,80,688,0,884,2406,135000,135000,0.367415,Pay-off,0,FL,"40,171",1
40,280000,66,666,0,1001,12000,165000,165000,0.083417,Pay-off,0,OR,"42,617",1
34,165100,95,668,0,0,13085,233000,165100,0,Pay-off,0,OR,"42,617",0
34,248000,80,671,0,605,3070,120000,120000,0.197068,Pay-off,0,CA,"49,894",1
32,112200,74,663,0,0,7379,104712,104712,0,Pay-off,0,VA,"53,275",1
30,141526,95,675,0,1063,5025,27000,21800,0.211556,Pay-off,0,MO,"43,988",1
31,221850,95,679,0,675,1875,24000,24000,0.36,Pay-off,0,PA,"44,286",1
34,176610,102,660,0,0,5025,39000,25000,0,Pay-off,0,PA,"44,286",1
50,261000,90,592,0,676,2050,55000,25250,0.329756,Pay-off,0,OH,"44,160",1
37,275000,95,722,0,805,2977,50000,26400,0.270406,Pay-off,0,IL,"45,787",1
34,121800,102,674,0,837,2467,34000,27001,0.339278,Pay-off,0,IN,"43,003",1
37,246324,80,689,0,395,1581,31000,28000,0.249842,Pay-off,0,PA,"44,286",1
37,124600,100,708,0,1035,2833,52000,31000,0.365337,Pay-off,0,OH,"44,160",1
36,171000,100,705,1,1016,2540,32000,31800,0.4,Pay-off,0,PA,"44,286",1
44,237500,95,622,0,250,3037,32000,32000,0.082318,Pay-off,0,NE,"44,623",1
29,181685,102,671,0,724,2350,32000,32000,0.308085,Pay-off,0,FL,"40,171",1
26,110700,90,736,0,880,4389,40000,33000,0.200501,Pay-off,0,TN,"38,550",1
59,122800,80,677,0,885,2280,37000,34200,0.388158,Pay-off,0,AL,"38,111",1
28,214500,98,663,1,499,1580,35000,35000,0.315823,Pay-off,0,IL,"45,787",1
25,119750,97,655,0,416,4622,35000,35000,0.090004,Pay-off,0,PA,"44,286",1
25,125000,100,650,0,320,20240,35000,35000,0.01581,Pay-off,0,WV,"32,589",1
37,205000,100,664,0,400,1368,40000,35000,0.292398,Pay-off,0,MI,"44,476",1
37,154000,55,672,0,921,5025,37000,35000,0.183295,Pay-off,0,PA,"44,286",1
33,97100,95,607,1,342,981,35000,35000,0.348624,Pay-off,0,MI,"44,476",1
32,129720,93,709,1,1624,5000,36500,35300,0.3248,Pay-off,0,CA,"49,894",1
40,149850,100,745,0,1241,2989,46000,36501,0.415189,Pay-off,0,ID,"42,519",1
32,112000,100,681,0,358,6066,50000,36598,0.059017,Pay-off,0,FL,"40,171",1
39,314925,95,720,1,795,1881,37000,37000,0.422648,Pay-off,0,FL,"40,171",1
37,270700,95,692,0,342,1213,42000,38000,0.281946,Pay-off,0,AL,"38,111",1
39,264924,95,654,0,306,1504,39000,39000,0.203457,Pay-off,0,AR,"33,948",1
30,201031,84,675,0,454,825,40000,39500,0.550303,Pay-off,0,NY,"44,228",1
34,227900,95,666,0,2313,5025,41000,39900,0.460328,Pay-off,0,FL,"40,171",1
37,93500,80,760,0,643,2167,47800,40000,0.296724,Pay-off,0,IN,"43,003",1
39,236550,95,641,1,650,2112,42000,40000,0.307765,Pay-off,0,SC,"39,326",1
40,162400,102,614,0,718,2083,41000,40020,0.344695,Pay-off,0,OH,"44,160",1
44,272000,80,676,0,3082,5025,49000,41300,0.613372,Pay-off,0,PA,"44,286",1
50,212000,80,717,0,426,1387,42000,42000,0.307138,Pay-off,0,NC,"39,000",1
32,180050,95,766,0,1079,2471,47500,43000,0.436665,Pay-off,0,FL,"40,171",1
35,253650,95,604,0,475,2222,43000,43000,0.213771,Pay-off,0,TX,"41,275",1
53,165000,100,681,0,831,2748,48000,43500,0.302402,Pay-off,0,NY,"44,228",1
57,135350,97,655,1,888,3400,45000,43500,0.261176,Pay-off,0,IA,"43,042",1
30,97000,97,633,0,2194,4850,56000,43500,0.452371,Pay-off,0,MD,"56,763",1
35,135000,90,577,1,583,1708,44000,43500,0.341335,Pay-off,0,IN,"43,003",1
27,166500,90,698,1,1706,3102,46000,43900,0.549968,Pay-off,0,PA,"44,286",1
38,276649,95,567,0,662,1560,44000,44000,0.424359,Pay-off,0,NC,"39,000",1
