Bo_Age,Ln_Orig,Orig_LTV_Ratio_Pct,Credit_score,First_home,Tot_mthly_debt_exp,Tot_mthly_incm,orig_apprd_val_amt,pur_prc_amt,DTI_Ratio,Status,OUTCOME,State,Median_state_inc,UPB_Appraisal,F_OUTCOME,I_OUTCOME,P_0,P_1
6,0,8,4,1,7,8,8,8,2,Active,0,OH,5,0,0,0,0.9860325073,0.0139674927
4,5,8,5,0,6,6,8,8,5,Active,0,MD,9,0,0,0,0.9824545141,0.0175454859
2,0,1,3,0,8,7,8,8,8,Active,0,IL,6,0,0,0,0.9802853637,0.0197146363
5,4,1,2,1,9,9,8,8,7,Active,0,TX,2,0,0,0,0.9842986352,0.0157013648
0,2,5,8,1,6,5,8,8,5,Active,0,NY,5,0,0,0,0.9925968363,0.0074031637
0,0,5,8,0,4,7,8,8,2,Active,0,CO,8,0,0,0,0.9871065254,0.0128934746
2,0,5,0,1,8,7,8,8,7,Active,0,IL,6,0,0,0,0.9738012661,0.0261987339
3,8,2,9,0,7,4,8,8,8,Active,0,CO,8,0,0,0,0.9928678976,0.0071321024
6,3,8,4,0,6,9,8,8,1,Active,0,HI,8,0,0,0,0.9787773048,0.0212226952
9,8,2,8,0,7,9,8,8,1,Active,0,AZ,3,0,0,0,0.9913539342,0.0086460658
0,4,1,2,0,8,6,8,8,8,Active,0,TX,2,0,0,0,0.97616457,0.02383543
7,1,2,9,0,6,9,8,8,1,Active,0,MD,9,0,0,0,0.9918483891,0.0081516109
2,5,8,1,0,7,7,8,8,6,Active,0,GA,4,0,0,0,0.9671942914,0.0328057086
9,2,1,1,0,9,6,8,8,9,Active,0,GA,4,0,0,0,0.9747430021,0.0252569979
0,2,5,8,0,7,8,8,8,4,Active,0,CA,7,0,0,0,0.9913539342,0.0086460658
6,3,8,4,0,9,9,8,8,2,Active,0,NJ,9,0,0,0,0.9857288824,0.0142711176
7,1,8,3,0,7,7,8,8,5,Active,0,CO,8,0,0,0,0.9775079725,0.0224920275
1,3,8,8,0,5,8,8,8,1,Active,0,MD,9,0,0,0,0.9887123417,0.0112876583
9,8,2,8,0,9,9,8,8,4,Active,0,RI,6,0,0,0,0.9933814667,0.0066185333
5,4,8,2,0,7,7,8,8,6,Active,0,OR,3,0,0,0,0.9728227374,0.0271772626
7,3,0,3,0,9,9,8,8,3,Active,0,MD,9,0,0,0,0.9827258541,0.0172741459
5,8,0,9,0,1,6,8,8,0,Active,0,VA,8,0,0,0,0.9841431591,0.0158568409
5,1,4,8,0,4,8,8,8,1,Active,0,OR,3,0,0,0,0.9871065254,0.0128934746
0,0,3,5,0,9,8,8,8,9,Active,0,NE,6,0,0,0,0.9882161086,0.0117838914
7,1,6,2,0,8,8,8,8,5,Active,0,NY,5,0,0,0,0.97616457,0.02383543
2,2,8,2,0,8,8,8,8,6,Active,0,FL,1,0,0,0,0.97616457,0.02383543
5,9,2,4,0,7,9,9,8,1,Active,0,IL,6,1,0,0,0.9814009369,0.0185990631
3,1,3,6,0,8,8,8,8,6,Active,0,WA,7,0,0,0,0.9888879993,0.0111120007
7,4,2,5,0,7,5,8,8,7,Active,0,WA,7,0,0,0,0.9846306936,0.0153693064
5,4,0,8,0,8,9,8,8,3,Active,0,VA,8,0,0,0,0.9924348117,0.0075651883
4,3,8,6,0,9,8,8,8,7,Active,0,CA,7,0,0,0,0.9902741283,0.0097258717
3,3,8,1,0,7,7,8,8,6,Active,0,AZ,3,0,0,0,0.9671942914,0.0328057086
8,3,4,9,0,3,6,8,8,2,Active,0,CO,8,0,0,0,0.9878409037,0.0121590963
5,1,8,7,0,6,4,8,8,6,Active,0,WA,7,0,0,0,0.9880299584,0.0119700416
1,4,3,5,0,7,7,8,8,5,Active,0,IN,3,0,0,0,0.9846306936,0.0153693064
5,1,1,2,0,6,9,8,8,1,Active,0,NM,0,0,0,0,0.9690272314,0.0309727686
1,1,8,0,0,8,8,8,8,6,Active,0,FL,1,0,0,0,0.9652567689,0.0347432311
5,2,8,6,0,9,8,8,8,7,Active,0,GA,4,0,0,0,0.9902741283,0.0097258717
7,3,3,9,0,8,8,8,8,5,Active,0,CA,7,0,0,0,0.9937607,0.0062393
3,7,8,9,0,4,4,8,8,4,Active,0,VA,8,0,0,0,0.9893562432,0.0106437568
2,6,2,0,0,9,9,8,8,7,Active,0,VA,8,0,0,0,0.969499777,0.030500223
4,0,2,7,0,6,8,8,8,2,Active,0,OR,3,0,0,0,0.9880299584,0.0119700416
7,9,4,3,0,9,9,8,8,5,Active,0,TX,2,1,0,0,0.9827258541,0.0172741459
5,3,8,5,0,5,6,8,8,3,Active,0,AZ,3,0,0,0,0.97997647,0.02002353
0,0,8,5,0,8,8,8,8,3,Active,0,VA,8,0,0,0,0.9865406577,0.0134593423
7,1,8,3,1,8,4,8,8,9,Active,0,CA,7,0,0,0,0.985190544,0.014809456
9,2,8,3,0,4,3,8,8,6,Active,0,MA,8,0,0,0,0.9666872539,0.0333127461
8,1,1,3,0,6,8,8,8,2,Active,0,OH,5,0,0,0,0.9743495415,0.0256504585
5,9,1,4,0,7,9,8,8,1,Active,0,NY,5,1,0,0,0.9814009369,0.0185990631
2,1,4,7,0,5,7,8,8,2,Active,0,CO,8,0,0,0,0.9863284065,0.0136715935
9,3,1,5,0,5,4,8,8,5,Active,0,CA,7,0,0,0,0.97997647,0.02002353
2,9,2,2,0,9,6,8,8,9,Active,0,NM,0,1,0,0,0.979104303,0.020895697
5,3,1,8,0,5,5,8,8,4,Active,0,CA,7,0,0,0,0.9887123417,0.0112876583
8,5,2,9,0,8,9,8,8,1,Active,0,CA,7,0,0,0,0.9937607,0.0062393
5,1,8,7,0,8,8,8,8,5,Active,0,NY,5,0,0,0,0.9908297643,0.0091702357
8,4,0,9,0,6,9,8,8,0,Active,0,HI,8,0,0,0,0.9918483891,0.0081516109
5,5,8,0,0,9,6,8,8,9,Active,0,CA,7,0,0,0,0.969499777,0.030500223
5,4,1,3,0,7,9,8,8,1,Active,0,IL,6,0,0,0,0.9775079725,0.0224920275
3,0,8,9,1,6,2,8,8,8,Active,0,CA,7,0,0,0,0.9938945025,0.0061054975
0,6,2,9,0,8,2,8,8,9,Active,0,MN,9,0,0,0,0.9937607,0.0062393
3,4,2,0,1,8,5,8,8,8,Active,0,GA,4,0,0,0,0.9738012661,0.0261987339
0,6,8,1,0,6,7,8,8,4,Active,0,MD,9,0,0,0,0.9626429163,0.0373570837
1,7,8,7,0,7,6,8,8,5,Active,0,NV,7,0,0,0,0.9895219866,0.0104780134
7,5,2,6,0,8,6,8,8,8,Active,0,MD,9,0,0,0,0.9888879993,0.0111120007
5,2,8,8,0,7,7,8,8,4,Active,0,MD,9,0,0,0,0.9913539342,0.0086460658
2,9,8,5,1,9,4,8,8,9,Active,0,NY,5,1,0,0,0.9911658302,0.0088341698
5,2,8,6,1,8,6,8,8,7,Active,0,MD,9,0,0,0,0.991670952,0.008329048
3,6,2,8,0,7,8,8,8,4,Active,0,VA,8,0,0,0,0.9913539342,0.0086460658
2,0,9,8,0,5,7,8,8,2,Active,0,PA,5,0,0,0,0.9887123417,0.0112876583
7,2,2,6,0,4,8,8,8,1,Active,0,AZ,3,0,0,0,0.9811091854,0.0188908146
5,0,8,8,0,6,8,8,8,1,Active,0,FL,1,0,0,0,0.9901201636,0.0098798364
1,2,2,6,0,7,9,8,8,0,Active,0,TX,2,0,0,0,0.9873068518,0.0126931482
8,5,8,0,1,7,6,8,8,7,Active,0,CA,7,0,0,0,0.970138224,0.029861776
1,5,8,5,1,8,4,8,8,8,Active,0,GA,4,0,0,0,0.9899054909,0.0100945091
5,4,1,9,0,9,9,8,8,3,Active,0,CA,7,0,0,0,0.9945423549,0.0054576451
8,0,5,8,0,9,8,8,8,6,Active,0,WA,7,0,0,0,0.9933814667,0.0066185333
5,1,8,4,0,7,7,9,8,5,Active,0,MS,0,0,0,0,0.9814009369,0.0185990631
0,0,8,7,1,8,8,8,8,3,Active,0,AL,0,0,0,0,0.9931297889,0.0068702111
7,5,8,9,0,4,3,8,8,6,Active,0,IL,6,0,0,0,0.9893562432,0.0106437568
6,2,2,1,0,7,9,8,8,0,Active,0,TN,0,0,0,0,0.9671942914,0.0328057086
9,2,0,3,0,5,9,8,8,0,Active,0,NC,0,0,0,0,0.9707608562,0.0292391438
8,2,8,5,0,8,8,8,8,5,Active,0,TX,2,0,0,0,0.9865406577,0.0134593423
3,3,1,2,0,9,7,8,8,9,Active,0,CO,8,0,0,0,0.979104303,0.020895697
0,3,8,2,0,8,8,8,8,5,Active,0,NJ,9,0,0,0,0.97616457,0.02383543
2,9,5,1,0,8,7,8,8,7,Active,0,NY,5,1,0,0,0.9712077381,0.0287922619
0,0,8,8,0,4,8,8,8,1,Active,0,KY,0,0,0,0,0.9871065254,0.0128934746
2,0,5,1,1,6,8,8,8,2,Active,0,CA,7,0,0,0,0.9718114726,0.0281885274
1,1,8,9,0,8,9,8,8,3,Active,0,CO,8,0,0,0,0.9937607,0.0062393
2,2,8,6,0,6,6,8,8,4,Active,0,VA,8,0,0,0,0.9855040178,0.0144959822
8,2,8,6,1,8,7,8,8,7,Active,0,VA,8,0,0,0,0.991670952,0.008329048
2,6,8,6,0,4,4,8,8,4,Active,0,CA,7,0,0,0,0.9811091854,0.0188908146
8,9,0,5,0,9,6,8,8,9,Active,0,NY,5,1,0,0,0.9882161086,0.0117838914
7,4,8,7,0,6,6,8,8,5,Active,0,NJ,9,0,0,0,0.9880299584,0.0119700416
1,1,2,6,0,8,8,8,8,5,Active,0,MA,8,0,0,0,0.9888879993,0.0111120007
1,0,3,3,0,8,8,8,8,5,Active,0,MD,9,0,0,0,0.9802853637,0.0197146363
3,9,2,9,0,6,9,8,8,0,Active,0,LA,0,1,0,0,0.9918483891,0.0081516109
8,6,2,6,0,7,7,8,8,4,Active,0,GA,4,0,0,0,0.9873068518,0.0126931482
0,2,1,5,0,7,6,8,8,7,Active,0,MO,4,0,0,0,0.9846306936,0.0153693064
7,8,1,2,0,5,1,8,8,8,Active,0,WA,7,0,0,0,0.9647208777,0.0352791223
9,4,2,8,0,6,9,8,8,0,Active,0,CA,7,0,0,0,0.9901201636,0.0098798364
7,9,1,9,0,4,6,8,8,3,Active,0,CA,7,1,0,0,0.9893562432,0.0106437568
0,5,4,9,0,6,9,8,8,0,Active,0,CA,7,0,0,0,0.9918483891,0.0081516109
9,5,1,7,0,8,9,8,8,2,Active,0,IL,6,0,0,0,0.9908297643,0.0091702357
6,3,1,9,0,8,9,8,8,1,Active,0,WA,7,0,0,0,0.9937607,0.0062393
5,9,1,7,0,9,9,8,8,5,Active,0,AK,9,1,0,0,0.9919756399,0.0080243601
3,3,8,7,0,8,8,8,8,5,Active,0,VA,8,0,0,0,0.9908297643,0.0091702357
2,2,8,7,0,8,8,8,8,5,Active,0,FL,1,0,0,0,0.9908297643,0.0091702357
5,6,2,8,0,8,9,8,8,2,Active,0,CA,7,0,0,0,0.9924348117,0.0075651883
0,2,8,8,1,8,8,8,8,6,Active,0,WA,7,0,0,0,0.9943345696,0.0056654304
5,0,8,9,0,8,9,8,8,2,Active,0,OH,5,0,0,0,0.9937607,0.0062393
5,2,0,5,1,6,9,8,8,1,Active,0,MA,8,0,0,0,0.9868272425,0.0131727575
0,0,2,6,0,8,7,8,8,7,Active,0,CA,7,0,0,0,0.9888879993,0.0111120007
1,0,8,1,0,9,9,8,8,7,Active,0,IL,6,0,0,0,0.9747430021,0.0252569979
1,2,8,0,1,7,7,8,8,5,Active,0,NC,0,0,0,0,0.970138224,0.029861776
5,5,4,9,0,6,9,8,8,0,Active,0,TX,2,0,0,0,0.9918483891,0.0081516109
7,6,8,7,0,7,8,8,8,4,Active,0,WA,7,0,0,0,0.9895219866,0.0104780134
0,1,8,7,0,9,9,8,8,7,Active,0,NY,5,0,0,0,0.9919756399,0.0080243601
0,3,8,6,0,5,5,8,8,4,Active,0,CA,7,0,0,0,0.983449416,0.016550584
9,1,8,9,0,8,8,8,8,5,Active,0,MD,9,0,0,0,0.9937607,0.0062393
0,3,8,3,0,9,9,8,8,6,Active,0,GA,4,0,0,0,0.9827258541,0.0172741459
4,4,4,7,1,6,0,8,8,9,Active,0,CA,7,0,0,0,0.9910258535,0.0089741465
2,1,8,2,0,6,7,8,8,3,Active,0,TN,0,0,0,0,0.9690272314,0.0309727686
1,5,8,8,0,4,5,8,8,2,Active,0,CO,8,0,0,0,0.9871065254,0.0128934746
1,2,5,4,0,6,4,8,8,7,Active,0,NJ,9,0,0,0,0.9787773048,0.0212226952
5,2,8,9,0,8,7,8,8,6,Active,0,VA,8,0,0,0,0.9937607,0.0062393
4,3,9,8,0,7,4,8,8,8,Active,0,NV,7,0,0,0,0.9913539342,0.0086460658
5,8,6,8,0,6,5,8,8,5,Active,0,NY,5,0,0,0,0.9901201636,0.0098798364
9,0,1,7,0,7,8,8,8,4,Active,0,WA,7,0,0,0,0.9895219866,0.0104780134
2,2,4,9,0,9,9,8,8,1,Active,0,OK,0,0,0,0,0.9945423549,0.0054576451
0,7,8,3,1,8,4,8,8,8,Active,0,GA,4,0,0,0,0.985190544,0.014809456
1,9,6,5,1,9,6,8,8,9,Active,0,CA,7,1,0,0,0.9911658302,0.0088341698
1,4,8,2,0,8,7,8,8,8,Active,0,FL,1,0,0,0,0.97616457,0.02383543
5,0,1,9,0,9,9,9,8,2,Active,0,NY,5,0,0,0,0.9945423549,0.0054576451
5,7,2,8,0,8,9,8,8,2,Active,0,FL,1,0,0,0,0.9924348117,0.0075651883
5,0,8,9,0,5,8,8,8,1,Active,0,NY,5,0,0,0,0.9906845129,0.0093154871
8,1,8,7,0,7,8,8,8,3,Active,0,GA,4,0,0,0,0.9895219866,0.0104780134
5,3,0,7,0,8,9,8,8,2,Active,0,MI,6,0,0,0,0.9908297643,0.0091702357
7,7,1,7,0,7,3,8,8,9,Active,0,WA,7,0,0,0,0.9895219866,0.0104780134
1,2,1,6,0,9,7,8,8,7,Active,0,CA,7,0,0,0,0.9902741283,0.0097258717
4,0,8,9,0,8,7,8,8,6,Active,0,NY,5,0,0,0,0.9937607,0.0062393
7,9,8,7,0,6,8,8,8,2,Active,0,NY,5,0,0,0,0.9880299584,0.0119700416
7,3,8,2,0,6,7,8,8,3,Active,0,NY,5,0,0,0,0.9690272314,0.0309727686
5,4,2,3,1,7,3,8,8,9,Active,0,CA,7,0,0,0,0.983092274,0.016907726
7,0,5,1,1,8,9,8,8,5,Active,0,NY,5,0,0,0,0.9783215665,0.0216784335
5,4,2,6,0,9,9,8,8,5,Active,0,CA,7,0,0,0,0.9902741283,0.0097258717
8,9,4,9,0,9,9,8,8,3,Active,0,NC,0,1,0,0,0.9945423549,0.0054576451
7,3,4,7,0,8,9,9,8,1,Active,0,MI,6,0,0,0,0.9908297643,0.0091702357
5,5,8,2,0,6,2,8,8,9,Active,0,MD,9,0,0,0,0.9690272314,0.0309727686
0,0,8,7,1,5,3,8,8,6,Active,0,NJ,9,0,0,0,0.9897457509,0.0102542491
8,4,0,5,0,9,6,8,8,9,Active,0,FL,1,0,0,0,0.9882161086,0.0117838914
6,3,5,0,0,6,7,8,8,4,Active,0,GA,4,0,0,0,0.9550037301,0.0449962699
8,5,0,7,0,5,3,9,8,6,Active,0,CO,8,0,0,0,0.9863284065,0.0136715935
5,1,5,7,0,8,7,8,8,7,Active,0,CO,8,0,0,0,0.9908297643,0.0091702357
0,3,1,2,0,8,9,8,8,0,Active,0,NV,7,0,0,0,0.97616457,0.02383543
4,6,8,0,1,8,7,8,8,7,Active,0,IL,6,0,0,0,0.9738012661,0.0261987339
2,2,2,1,0,9,9,8,8,2,Active,0,TX,2,0,0,0,0.9747430021,0.0252569979
5,2,0,7,0,9,9,8,8,8,Active,0,IL,6,0,0,0,0.9919756399,0.0080243601
0,1,8,0,0,8,8,8,8,4,Active,0,WA,7,0,0,0,0.9652567689,0.0347432311
9,1,0,8,0,5,8,8,8,1,Active,0,CA,7,0,0,0,0.9887123417,0.0112876583
9,6,8,8,0,6,6,8,8,5,Active,0,NJ,9,0,0,0,0.9901201636,0.0098798364
8,2,8,0,0,6,7,8,8,4,Active,0,NC,0,0,0,0,0.9550037301,0.0449962699
4,7,4,1,0,9,9,8,8,5,Active,0,AZ,3,0,0,0,0.9747430021,0.0252569979
5,3,8,3,1,6,5,8,8,6,Active,0,CO,8,0,0,0,0.9807025349,0.0192974651
8,8,4,7,0,8,9,8,8,1,Active,0,NC,0,0,0,0,0.9908297643,0.0091702357
5,5,8,2,0,7,9,9,8,1,Active,0,CA,7,0,0,0,0.9728227374,0.0271772626
5,7,2,9,0,9,9,8,8,1,Active,0,NC,0,0,0,0,0.9945423549,0.0054576451
7,6,0,6,1,6,8,9,8,2,Active,0,CA,7,0,0,0,0.989125154,0.010874846
9,0,1,4,1,9,9,8,8,8,Active,0,TX,2,0,0,0,0.989294457,0.010705543
3,6,4,8,0,7,9,8,8,0,Active,0,OH,5,0,0,0,0.9913539342,0.0086460658
5,5,8,4,0,8,6,8,8,7,Active,0,CA,7,0,0,0,0.9837056251,0.0162943749
0,2,8,1,1,6,8,8,8,2,Active,0,IN,3,0,0,0,0.9718114726,0.0281885274
0,0,8,5,0,8,8,9,8,4,Active,0,TN,0,0,0,0,0.9865406577,0.0134593423
5,3,1,1,0,9,9,8,8,5,Active,0,TX,2,0,0,0,0.9747430021,0.0252569979
3,9,1,9,0,5,2,8,8,8,Active,0,CA,7,0,0,0,0.9906845129,0.0093154871
7,3,8,0,0,8,8,8,8,3,Active,0,VA,8,0,0,0,0.9652567689,0.0347432311
5,2,1,0,0,8,9,8,8,3,Active,0,OH,5,0,0,0,0.9652567689,0.0347432311
8,7,1,5,1,7,3,8,8,9,Active,0,HI,8,0,0,0,0.9884674357,0.0115325643
3,8,2,6,0,9,6,8,8,9,Active,0,NJ,9,0,0,0,0.9902741283,0.0097258717
5,5,8,6,0,7,4,8,8,8,Active,0,NV,7,0,0,0,0.9873068518,0.0126931482
9,7,2,8,0,9,9,8,8,9,Active,0,WA,7,0,0,0,0.9933814667,0.0066185333
8,1,8,0,1,8,8,8,8,3,Active,0,GA,4,0,0,0,0.9738012661,0.0261987339
7,0,8,5,1,8,9,8,8,4,Active,0,IL,6,0,0,0,0.9899054909,0.0100945091
9,1,8,7,0,5,8,8,8,2,Active,0,FL,1,0,0,0,0.9863284065,0.0136715935
9,0,5,6,0,0,7,8,8,0,Active,0,NY,5,0,0,0,0.9680607902,0.0319392098
1,6,6,6,0,7,6,8,8,7,Active,0,MA,8,0,0,0,0.9873068518,0.0126931482
4,0,8,8,0,6,8,9,8,1,Active,0,TX,2,0,0,0,0.9901201636,0.0098798364
8,1,8,6,0,8,8,8,8,6,Active,0,MA,8,0,0,0,0.9888879993,0.0111120007
1,5,8,9,0,6,7,8,8,4,Active,0,CA,7,0,0,0,0.9918483891,0.0081516109
0,0,8,8,0,0,9,8,8,0,Active,0,NY,5,0,0,0,0.9781082214,0.0218917786
6,8,9,6,0,9,6,8,8,9,Active,0,CO,8,0,0,0,0.9902741283,0.0097258717
8,0,0,2,1,8,9,8,8,4,Active,0,CA,7,0,0,0,0.9820762945,0.0179237055
5,2,2,9,0,6,9,8,8,1,Active,0,MD,9,0,0,0,0.9918483891,0.0081516109
5,1,1,7,0,8,9,8,8,3,Active,0,NY,5,0,0,0,0.9908297643,0.0091702357
5,3,0,5,0,9,9,8,8,5,Active,0,TX,2,0,0,0,0.9882161086,0.0117838914
2,5,0,4,0,7,5,8,8,7,Active,0,WA,7,0,0,0,0.9814009369,0.0185990631
8,3,1,7,0,6,6,8,8,5,Active,0,KY,0,0,0,0,0.9880299584,0.0119700416
8,3,4,6,1,8,5,8,8,8,Active,0,FL,1,0,0,0,0.991670952,0.008329048
8,2,4,9,0,7,8,8,8,3,Active,0,CA,7,0,0,0,0.9928678976,0.0071321024
5,6,2,5,1,7,2,8,8,9,Active,0,CA,7,0,0,0,0.9884674357,0.0115325643
8,2,3,7,1,9,7,8,8,8,Active,0,CA,7,0,0,0,0.993990006,0.006009994
8,9,1,4,0,9,6,8,8,9,Active,0,VA,8,0,0,0,0.9857288824,0.0142711176
5,3,8,9,0,7,5,8,8,7,Active,0,IL,6,0,0,0,0.9928678976,0.0071321024
3,0,4,5,0,8,8,8,8,5,Active,0,NY,5,0,0,0,0.9865406577,0.0134593423
7,1,1,8,1,8,7,8,8,7,Active,0,FL,1,0,0,0,0.9943345696,0.0056654304
0,7,6,5,0,9,6,8,8,9,Active,0,TX,2,0,0,0,0.9882161086,0.0117838914
3,0,8,0,1,6,6,8,9,3,Active,0,WA,7,0,0,0,0.9659809163,0.0340190837
8,7,1,9,0,3,3,8,9,5,Active,0,CA,7,0,0,0,0.9878409037,0.0121590963
5,6,2,1,0,8,9,8,9,3,Active,0,TX,2,0,0,0,0.9712077381,0.0287922619
5,5,2,5,1,6,5,8,9,6,Active,0,CA,7,0,0,0,0.9868272425,0.0131727575
8,5,2,5,0,7,9,9,9,1,Active,0,CO,8,0,0,0,0.9846306936,0.0153693064
5,1,1,9,0,6,9,8,9,1,Active,0,GA,4,0,0,0,0.9918483891,0.0081516109
7,5,4,9,0,7,8,9,9,2,Active,0,VA,8,0,0,0,0.9928678976,0.0071321024
7,1,2,7,0,2,9,8,9,0,Active,0,FL,1,0,0,0,0.9796628368,0.0203371632
9,2,8,4,0,8,8,9,9,5,Active,0,CA,7,0,0,0,0.9837056251,0.0162943749
0,3,9,8,0,8,7,8,9,7,Active,0,WA,7,0,0,0,0.9924348117,0.0075651883
9,8,1,9,0,4,1,8,9,9,Active,0,CA,7,0,0,0,0.9893562432,0.0106437568
2,0,8,9,0,6,6,9,9,5,Active,0,TN,0,0,0,0,0.9918483891,0.0081516109
4,3,5,7,1,7,5,9,9,7,Active,0,CA,7,0,0,0,0.9921474208,0.0078525792
7,1,8,1,1,9,8,8,9,7,Active,0,TX,2,0,0,0,0.9810004451,0.0189995549
5,1,1,8,0,9,9,9,9,7,Active,0,IL,6,0,0,0,0.9933814667,0.0066185333
5,5,4,3,0,7,9,8,9,1,Active,0,TX,2,0,0,0,0.9775079725,0.0224920275
0,0,5,8,0,7,7,8,9,5,Active,0,CA,7,0,0,0,0.9913539342,0.0086460658
4,7,8,8,0,9,7,8,9,9,Active,0,OR,3,0,0,0,0.9933814667,0.0066185333
7,8,8,8,0,6,2,8,9,9,Active,0,MA,8,0,0,0,0.9901201636,0.0098798364
4,2,8,6,0,9,8,8,9,7,Active,0,IL,6,0,0,0,0.9902741283,0.0097258717
5,3,5,7,0,9,8,8,9,7,Active,0,IL,6,0,0,0,0.9919756399,0.0080243601
1,3,8,7,1,5,7,8,9,3,Active,0,MA,8,0,0,0,0.9897457509,0.0102542491
4,5,8,9,0,8,8,8,9,5,Active,0,IA,3,0,0,0,0.9937607,0.0062393
2,4,8,0,0,8,7,8,9,7,Active,0,GA,4,0,0,0,0.9652567689,0.0347432311
0,1,8,8,1,6,8,8,9,2,Active,0,PA,5,0,0,0,0.9925968363,0.0074031637
5,5,2,6,0,8,9,8,9,4,Active,0,TX,2,0,0,0,0.9888879993,0.0111120007
5,3,1,3,0,9,9,8,9,6,Active,0,AZ,3,0,0,0,0.9827258541,0.0172741459
9,9,0,5,0,5,9,8,9,0,Active,0,CA,7,0,0,0,0.97997647,0.02002353
7,6,0,9,0,9,7,8,9,9,Active,0,CA,7,0,0,0,0.9945423549,0.0054576451
9,5,4,6,0,9,5,8,9,9,Active,0,AZ,3,0,0,0,0.9902741283,0.0097258717
9,5,1,9,0,8,9,8,9,1,Active,0,CA,7,0,0,0,0.9937607,0.0062393
8,2,2,6,0,8,7,8,9,6,Active,0,WA,7,0,0,0,0.9888879993,0.0111120007
3,5,4,5,1,7,6,8,9,7,Active,0,NY,5,0,0,0,0.9884674357,0.0115325643
7,4,0,5,0,9,9,8,9,1,Active,0,FL,1,0,0,0,0.9882161086,0.0117838914
9,7,0,7,0,7,7,8,9,5,Active,0,CA,7,0,0,0,0.9895219866,0.0104780134
8,9,0,1,0,8,6,8,9,9,Active,0,MI,6,1,0,0,0.9712077381,0.0287922619
0,6,4,0,0,6,8,9,9,2,Active,0,VA,8,0,0,0,0.9550037301,0.0449962699
7,0,8,8,0,8,8,9,9,5,Active,0,VA,8,0,0,0,0.9924348117,0.0075651883
0,5,8,0,1,7,7,8,9,5,Active,0,CA,7,0,0,0,0.970138224,0.029861776
8,7,8,9,0,7,6,8,9,7,Active,0,NC,0,0,0,0,0.9928678976,0.0071321024
5,5,4,7,0,9,6,9,9,9,Active,0,MN,9,0,0,0,0.9919756399,0.0080243601
9,5,1,7,0,4,9,9,9,0,Active,0,FL,1,0,0,0,0.9843887993,0.0156112007
0,1,2,7,0,9,7,9,9,8,Active,0,CO,8,0,0,0,0.9919756399,0.0080243601
2,4,8,9,1,9,8,9,9,7,Active,0,TX,2,0,0,0,0.9959150484,0.0040849516
3,8,2,3,0,8,9,8,9,0,Active,0,MD,9,0,0,0,0.9802853637,0.0197146363
5,9,1,9,0,9,6,9,9,9,Active,0,FL,1,1,0,0,0.9945423549,0.0054576451
2,0,8,3,1,9,9,8,9,8,Active,0,TX,2,0,0,0,0.9870318511,0.0129681489
5,2,1,3,0,7,9,9,9,1,Active,0,NV,7,0,0,0,0.9775079725,0.0224920275
4,8,1,4,0,9,9,8,9,1,Active,0,CA,7,0,0,0,0.9857288824,0.0142711176
8,2,5,9,0,8,7,9,9,6,Active,0,WI,7,0,0,0,0.9937607,0.0062393
3,4,3,4,0,7,5,9,9,8,Active,0,FL,1,0,0,0,0.9814009369,0.0185990631
0,3,6,7,0,6,2,8,9,8,Active,0,CA,7,0,0,0,0.9880299584,0.0119700416
0,3,3,7,0,9,6,8,9,9,Active,0,CA,7,0,0,0,0.9919756399,0.0080243601
7,3,1,4,0,9,9,8,9,2,Active,0,TX,2,0,0,0,0.9857288824,0.0142711176
9,1,5,8,0,6,8,8,9,1,Active,0,NY,5,0,0,0,0.9901201636,0.0098798364
7,4,8,0,1,9,7,8,9,8,Active,0,CA,7,0,0,0,0.9770256162,0.0229743838
3,0,8,7,0,8,6,8,9,8,Active,0,CT,9,0,0,0,0.9908297643,0.0091702357
5,0,2,0,1,9,9,8,9,5,Active,0,IL,6,0,0,0,0.9770256162,0.0229743838
5,0,0,6,0,5,8,9,9,1,Active,0,GA,4,0,0,0,0.983449416,0.016550584
5,9,2,9,0,5,9,9,9,0,Active,0,MD,9,0,0,0,0.9906845129,0.0093154871
3,8,1,8,0,9,9,9,9,3,Active,0,CT,9,0,0,0,0.9933814667,0.0066185333
4,9,0,8,0,9,9,8,9,5,Active,0,AZ,3,1,0,0,0.9933814667,0.0066185333
9,4,4,8,0,4,6,8,9,3,Active,0,NY,5,0,0,0,0.9871065254,0.0128934746
9,8,1,0,1,9,9,8,9,7,Active,0,FL,1,0,0,0,0.9770256162,0.0229743838
8,3,1,9,0,8,8,8,9,5,Active,0,CA,7,0,0,0,0.9937607,0.0062393
7,9,3,4,0,5,6,9,9,3,Active,0,FL,1,1,0,0,0.975792705,0.024207295
2,1,8,7,0,9,8,9,9,9,Active,0,FL,1,0,0,0,0.9919756399,0.0080243601
2,5,8,6,0,5,7,9,9,2,Active,0,CO,8,0,0,0,0.983449416,0.016550584
1,3,5,6,1,8,7,8,9,7,Active,0,IL,6,0,0,0,0.991670952,0.008329048
0,5,8,8,0,5,5,9,9,4,Active,0,CA,7,0,0,0,0.9887123417,0.0112876583
7,9,1,9,0,7,9,9,9,0,Active,0,MA,8,0,0,0,0.9928678976,0.0071321024
1,6,4,0,0,7,4,9,9,8,Active,0,CA,7,0,0,0,0.9604475797,0.0395524203
2,9,8,4,0,6,6,9,9,6,Active,0,FL,1,0,0,0,0.9787773048,0.0212226952
